"user_id", "quoted_user_id"
"233957318", "1309271568"
"276915651", "732736656"
"279498447", "396010687"
"77819148", "378168062"
"3751770149", "730525052"
"2888916180", "40212920"
"16278193", "16278193"
"2407004323", "2794243443"
"2854009175", "281120702"
"3694349477", "50982086"
"375861957", "2741916798"
"398033957", "2794243443"
"341374351", "381177511"
"242514929", "2794243443"
"116060703", "2794243443"
"251210891", "50982086"
"231783564", "2794243443"
"86713799", "303691511"
"2732581636", "2256877706"
"361436920", "3375977103"
"86713799", "20063063"
"2872913572", "358254292"
"607521120", "571893694"
"77819148", "378168062"
"245473436", "636501741"
"88881632", "135451850"
"340012900", "267355099"
"378108787", "108994652"
"86961339", "303691511"
"239863261", "3383462535"
"713171630", "3039268715"
"308042383", "14774228"
"539285981", "15133318"
"361436920", "3383462535"
"609569142", "67165437"
"563144873", "170600988"
"55240082", "195770994"
"245520900", "2794243443"
"2147691643", "302697224"
"355752914", "2734289546"
"83160919", "10361342"
"15418738", "599934347"
"136337219", "50982086"
"1266913368", "50982086"
"2147691643", "904770006"
"293589299", "2371300757"
"3576912497", "494009072"
"248172760", "3383462535"
"241993704", "114564746"
"1166573934", "385249810"
"705758719", "14443524"
"3433093858", "38418298"
"254271761", "224021580"
"444717995", "304843789"
"2341027375", "2741916798"
"62331080", "14443524"
"395608326", "395608326"
"2732581636", "107114734"
"12633652", "13777542"
"398641534", "492368984"
"64134442", "3386199802"
"90845139", "3383462535"
"873462072", "3065845793"
"18504648", "107114734"
"1693940688", "1605703291"
"188951200", "43910684"
"429767980", "232557898"
"1115070560", "356379884"
"118795136", "2794243443"
"3381588815", "2905232597"
"87185191", "436799542"
"2256795222", "153388751"
"3576912497", "107114734"
"238520595", "1605703291"
"759893276", "627800664"
"2813702479", "14088938"
"3299237488", "2794243443"
"167353331", "198829810"
"544120198", "544120198"
"218545392", "535707261"
"2577544974", "206778116"
"1276139618", "15424281"
"218602170", "198829810"
"464094231", "107114734"
"18445669", "18133020"
"80684047", "43910684"
"871610161", "43910684"
"236541571", "13777542"
"73683739", "295876186"
"260803437", "396859546"
"195170335", "521165666"
"123024267", "43910684"
"14342411", "361756405"
"171847720", "198829810"
"102454360", "108994652"
"294855021", "10242562"
"351822693", "871610161"
"224576493", "3438155007"
"13306152", "15163466"
"851749147", "396859546"
"365286256", "2905232597"
"204967413", "198829810"
"238119870", "41583102"
"863250104", "15424281"
"1581154327", "84066250"
"146844737", "108994652"
"944020806", "396859546"
"725672900", "13777542"
"3328023341", "2979033568"
"260803437", "429245243"
"3656772203", "41583102"
"45180881", "1002351"
"412289173", "2794243443"
"3370563911", "3656772203"
"310367611", "2794243443"
"2563811382", "7996082"
"1518729841", "10361342"
"310367611", "2794243443"
"133260021", "149238739"
"1392392054", "2794243443"
"523293410", "381507309"
"3044729222", "3383462535"
"493252433", "7996082"
"3044729222", "245355537"
"2873821517", "364528766"
"866473129", "112230907"
"3122624136", "2979033568"
"831349260", "546704966"
"248039306", "13777542"
"1103877998", "108994652"
"206247237", "2794243443"
"351822693", "7996082"
"209208144", "43910684"
"2172395713", "10242562"
"16278193", "16278193"
"2809058993", "276587164"
"3065977971", "295876186"
"1266913368", "2809058993"
"260803437", "10242562"
"3044729222", "3383462535"
"311402224", "36094161"
"1608930546", "19923515"
"3091587873", "108994652"
"1266913368", "50982086"
"3044729222", "121399124"
"266209309", "20063063"
"226196219", "14088938"
"1266913368", "50982086"
"3015007577", "273602705"
"16278193", "16278193"
"1266913368", "50982086"
"3027783957", "2794243443"
"27918237", "1002351"
"366877182", "121744998"
"873462072", "3065845793"
"962847858", "2794243443"
"3044729222", "10242562"
"83632290", "14774228"
"380847682", "10361342"
"2909095576", "2350928622"
"715845423", "13777542"
"2909095576", "2350928622"
"2350450332", "79179431"
"309843519", "2810682550"
"2909095576", "2350928622"
"35705983", "14443524"
"330012155", "151085945"
"123024267", "14824411"
"1228425967", "2429470694"
"1365037903", "2905232597"
"2844925130", "627800664"
"1266913368", "50982086"
"103326131", "2794243443"
"1259985398", "10242562"
"372360327", "10361342"
"1648757107", "2903731750"
"278794076", "2641883711"
"2635911494", "108994652"
"3741225443", "2794243443"
"16278193", "103405165"
"2749013603", "43910684"
"2891183711", "3383462535"
"81619852", "2611412396"
"2389699496", "1621109528"
"1879485182", "436799542"
"3279302885", "108994652"
"259315470", "3349655632"
"16278193", "486899639"
"1379363059", "160207590"
"3044729222", "3383462535"
"386165475", "378035342"
"970735844", "2905232597"
"244588967", "2794243443"
"336857391", "2794243443"
"470550759", "108994652"
"3362228931", "14436030"
"204499825", "2794243443"
"410796606", "1429380157"
"130445148", "626653053"
"318020357", "43910684"
"2815641791", "436799542"
"194602641", "160207590"
"247816045", "14436030"
"2936861559", "233597729"
"3044729222", "3380458949"
"3348214240", "76593802"
"470471270", "16278193"
"112230907", "2247556968"
"2286408002", "20063063"
"3044729222", "3383462535"
"729422582", "2794243443"
"597292911", "220958101"
"150952599", "240788766"
"1266913368", "207387461"
"28874572", "13777542"
"559175640", "2794243443"
"101200597", "364421211"
"2726532264", "84053338"
"1569002388", "159453760"
"1440633480", "631471995"
"3288385523", "2905232597"
"2351399212", "220958101"
"3044729222", "858842880"
"235685533", "2794243443"
"1266913368", "16343027"
"3044729222", "2794243443"
"19002571", "240788766"
"253986050", "40652687"
"2767386178", "10361342"
"1286248532", "113059166"
"2476881814", "84066250"
"3008060549", "2794243443"
"3044729222", "1912129124"
"3430157829", "198829810"
"224576493", "3383462535"
"248384128", "160207590"
"481522359", "197041482"
"2749013603", "1098143917"
"73062167", "2559444493"
"3044729222", "2595446656"
"262727389", "160207590"
"196510352", "2794243443"
"73664217", "2794243443"
"1244809662", "964605500"
"263203412", "13777542"
"314763243", "2794243443"
"76682484", "244584574"
"204398435", "169538164"
"712038665", "2794243443"
"1055509808", "256025198"
"219961958", "2794243443"
"1211028732", "91796121"
"302011264", "2407004323"
"246825025", "3097757961"
"132136181", "14436030"
"2970060567", "1002351"
"12197922", "2794243443"
"919718466", "2904896141"
"142459431", "3589317195"
"608271904", "608271904"
"1055777904", "108994652"
"3438120831", "19028805"
"205805699", "2794243443"
"53480003", "23418981"
"207397565", "2794243443"
"631289022", "256025198"
"2531911437", "38640768"
"233662382", "1004790421"
"28644411", "13777542"
"257607018", "87818409"
"213239121", "397932698"
"165009290", "195770994"
"91068663", "2603804448"
"2328406724", "31090827"
"118028005", "267355099"
"224576493", "2515365892"
"173750858", "104849271"
"224576493", "151085945"
"224576493", "182836552"
"278624058", "2905232597"
"331499873", "2350928622"
"96523137", "519818390"
"559396930", "146424903"
"494009072", "176361095"
"321288028", "108994652"
"2435302884", "492368984"
"152887129", "223798712"
"2389177749", "194070793"
"3375854849", "45644351"
"904341775", "250890704"
"559396930", "216328136"
"310323625", "310323625"
"3409337655", "2271042527"
"475880143", "739908356"
"560215091", "51933295"
"1704172291", "19028805"
"1177037510", "11358652"
"62755221", "10361342"
"438442665", "304953270"
"1897491810", "244584574"
"166322605", "108994652"
"2872478601", "38643994"
"353269310", "13777542"
"889637960", "10361342"
"254271761", "23418981"
"277538848", "153388751"
"242702737", "12511032"
"14525982", "91796121"
"631289022", "13777542"
"397147637", "396859546"
"494009072", "1974003090"
"3329574557", "1289798683"
"4478211", "91796121"
"475880143", "7996082"
"494009072", "930069924"
"3593048835", "20063063"
"370912693", "91796121"
"370912693", "91796121"
"187593609", "91796121"
"1429380157", "245053167"
"123024267", "482389606"
"1690739726", "26479122"
"257903824", "20063063"
"207466753", "91796121"
"14052440", "370614772"
"384887966", "85380453"
"197459710", "245053167"
"210839627", "91796121"
"368580281", "19028805"
"273619888", "26479122"
"2272927135", "26479122"
"3014288723", "26479122"
"486821681", "67165437"
"370912693", "50470716"
"3333593626", "26479122"
"1318487450", "68740712"
"307068578", "1004790421"
"11266702", "2794243443"
"2994799527", "245371788"
"526825721", "254271761"
"1897491810", "2223245203"
"859526323", "309187968"
"2415048536", "2282455609"
"3335903471", "526825721"
"3419118659", "204004194"
"105088920", "91796121"
"905887873", "223803778"
"204489039", "13777542"
"803560680", "3380892959"
"14052440", "290812583"
"235991359", "10361342"
"104314218", "261693106"
"861042740", "244584574"
"2507221911", "356379884"
"956223156", "189971995"
"1266913368", "68740712"
"3350066722", "31090827"
"2389710977", "26479122"
"3656772203", "31090827"
"75447063", "858842880"
"254271761", "3374563353"
"728257147", "244584574"
"185234077", "462092492"
"2174958660", "2710760612"
"3646670066", "13777542"
"332405788", "107235284"
"728257147", "244584574"
"297838876", "3168123721"
"3383122159", "268596736"
"3251166463", "3535494382"
"191874844", "76593802"
"2282245178", "2241172818"
"1571180659", "1571180659"
"537388356", "513618508"
"14795604", "91796121"
"589097590", "473602052"
"235991359", "10361342"
"3681707656", "20509689"
"144119291", "3258296416"
"224576493", "196572692"
"3335237830", "2730027475"
"224576493", "184186065"
"3335237830", "2730027475"
"1244809662", "436799542"
"3623976321", "2794243443"
"1244809662", "436799542"
"224576493", "702902360"
"145253082", "553581945"
"224576493", "13426312"
"224576493", "13426312"
"224576493", "742143"
"224576493", "11034692"
"126599658", "17229160"
"412485947", "91796121"
"95878251", "771554077"
"224576493", "216986826"
"247020754", "188026600"
"320602921", "2794243443"
"244949938", "392121601"
"3716112567", "169538164"
"244949938", "392121601"
"40849395", "2905232597"
"171091202", "250578845"
"2886305825", "3374563353"
"88433546", "2905232597"
"3690272728", "169538164"
"583838013", "3311312573"
"3664730596", "107114734"
"16452398", "2794243443"
"2919587314", "91796121"
"583838013", "356379884"
"238520595", "26479122"
"1854366840", "108994652"
"887553140", "50982086"
"121726196", "301574578"
"240729013", "293583383"
"1440633480", "107114734"
"302875205", "473602052"
"490782906", "17229160"
"1563428718", "2794243443"
"981470738", "68740712"
"2857323399", "64975450"
"17144794", "160207590"
"3656772203", "250578845"
"12697592", "538830665"
"561104470", "2223841798"
"891296010", "160207590"
"1002446155", "160207590"
"874657171", "11990122"
"14795604", "91560739"
"601928852", "14443524"
"305839824", "50982086"
"275018262", "29521513"
"292173380", "225887277"
"448386627", "3114509938"
"365368514", "59775384"
"1331726551", "68740712"
"108280408", "225887277"
"112485318", "2794243443"
"392768117", "68740712"
"794829883", "14090782"
"115922356", "225887277"
"548326233", "16444025"
"10744872", "19292516"
"300732411", "160207590"
"244949938", "392121601"
"125294483", "569348835"
"115922356", "225887277"
"115922356", "225887277"
"115922356", "225887277"
"494009072", "844208798"
"794829883", "298647267"
"15663127", "20063063"
"81315857", "1666000111"
"198552676", "7996082"
"555896578", "245063447"
"48295842", "535707261"
"1855413734", "3290161704"
"2872478601", "2596025298"
"250138775", "535707261"
"455297949", "732736656"
"561612546", "86679848"
"504614587", "524609020"
"727015256", "19292516"
"90845139", "499683768"
"845079415", "225887277"
"1855014902", "61307129"
"711631786", "68740712"
"305159050", "267355099"
"302130793", "921613332"
"144841751", "68740712"
"2847090062", "68740712"
"2326927123", "1254923221"
"3323463083", "68740712"
"314572143", "527909657"
"321001698", "1849084418"
"538064066", "59775384"
"234931002", "68740712"
"3216696335", "19121039"
"956010211", "729422582"
"234931002", "68740712"
"306354365", "59775384"
"1331726551", "68740712"
"2835006227", "204004194"
"2523119114", "298647267"
"2577544974", "2905232597"
"781345855", "267355099"
"86897822", "68740712"
"2577544974", "2905232597"
"549380204", "2347093926"
"2577544974", "2905232597"
"313874799", "59775384"
"849473065", "1254923221"
"275251936", "50982086"
"2523119114", "107114734"
"251063657", "196572692"
"14849203", "107114734"
"321001698", "217511601"
"251063657", "68740712"
"2745481011", "347860611"
"189478432", "347860611"
"1543396879", "16837276"
"305159050", "85380453"
"3044729222", "256025198"
"2998473069", "3380458949"
"3044729222", "256025198"
"50982086", "68740712"
"2520947226", "1254923221"
"390644053", "189478432"
"974519004", "91796121"
"149546699", "1002351"
"1451715098", "85380453"
"14148392", "368267213"
"2984512719", "215751286"
"3044729222", "3239582153"
"254697871", "91558722"
"18358699", "1002351"
"292307619", "84117059"
"537361051", "1002351"
"349220356", "68740712"
"249703653", "1002351"
"444952199", "1002351"
"385628925", "1548225049"
"494009072", "1002351"
"263756123", "68740712"
"232274450", "1186149476"
"494009072", "1002351"
"35807644", "1002351"
"444952199", "1002351"
"284469400", "2905232597"
"851539956", "84053338"
"336501772", "2288138575"
"293958066", "1002351"
"494009072", "1002351"
"3434006963", "2810682550"
"845079415", "68740712"
"2523435893", "225887277"
"304953340", "301682093"
"521201970", "347860611"
"147627379", "2288138575"
"1543390862", "2288138575"
"104314218", "271364394"
"359600807", "2288138575"
"253283083", "2288138575"
"2889695080", "2288138575"
"1055509808", "380456440"
"288832140", "1002351"
"2813702479", "91796121"
"253283083", "2288138575"
"2810811720", "2288138575"
"555142678", "219628193"
"277723966", "1254923221"
"1932115424", "2288138575"
"18213535", "1002351"
"2921999110", "561134354"
"1660080056", "2347093926"
"340216039", "1002351"
"3021234111", "2288138575"
"224578429", "583812469"
"92950946", "115086169"
"878693160", "2905232597"
"2545786446", "1002351"
"300790044", "2288138575"
"549495180", "298647267"
"632110008", "108994652"
"315737169", "1002351"
"313997536", "267355099"
"76682484", "245863642"
"1220008340", "1254923221"
"76682484", "245863642"
"494009072", "1002351"
"191765572", "296565544"
"365941062", "208552062"
"247554142", "245863642"
"291317977", "2288138575"
"276622687", "2905232597"
"10836092", "36378198"
"356133625", "8627932"
"2523119114", "1002351"
"2523119114", "3374563353"
"230704708", "77963344"
"100332112", "50982086"
"312181000", "312181000"
"223406037", "160207590"
"164216696", "342961618"
"311402224", "309291020"
"627843083", "524609020"
"2745481011", "324915268"
"2921999110", "541697427"
"41787455", "1002351"
"32529743", "970735844"
"79015119", "16581929"
"268596736", "117773253"
"3727267816", "2288138575"
"296951666", "2794243443"
"3401312181", "1135125132"
"547854359", "1002351"
"3166062652", "2347093926"
"164216696", "1387718341"
"3166062652", "300054728"
"2673568663", "224031001"
"11154732", "1002351"
"14935530", "1002351"
"1470580441", "110949757"
"25886832", "366679591"
"457661733", "1002351"
"3565239383", "2429470694"
"1690739726", "224021580"
"224576493", "1143347642"
"224576493", "189971995"
"408766022", "193292900"
"2813702479", "74453123"
"302064299", "483100115"
"2324928125", "2288138575"
"553380646", "224031001"
"266239348", "29977367"
"31560194", "1002351"
"429767980", "2730027475"
"200485529", "1204681459"
"2569521362", "2288138575"
"123385040", "2905232597"
"2208827826", "2794243443"
"3026346784", "378631747"
"380967946", "2905232597"
"3393576983", "1002351"
"844974229", "64019370"
"83857657", "1002351"
"426892961", "464599543"
"434210596", "2905232597"
"398328047", "200485529"
"359600807", "2905232597"
"250751480", "14088938"
"259911662", "104849271"
"124545762", "46065971"
"2813702479", "3370563911"
"79231168", "104833800"
"359600807", "2905232597"
"15565111", "1002351"
"711631786", "68740712"
"19560878", "204004194"
"14795604", "91796121"
"13687792", "8330472"
"1465076935", "2905232597"
"330245461", "19923515"
"17575489", "22628099"
"1266837175", "744835543"
"8627932", "15993641"
"309788378", "22628099"
"277982809", "539285981"
"230704708", "8330472"
"986490990", "14088938"
"775481827", "91796121"
"255026515", "453770784"
"245965977", "68740712"
"1165407193", "535707261"
"986490990", "198524760"
"80684047", "1178504828"
"101056018", "59775384"
"228711169", "8330472"
"14588659", "535707261"
"812865228", "76046689"
"368231722", "2905232597"
"1219921500", "535707261"
"228711169", "8330472"
"520413463", "14443524"
"1545252500", "140159070"
"247720979", "8330472"
"1379363059", "419471900"
"374965444", "198829810"
"240878192", "1002351"
"578320922", "43910684"
"819366704", "288653105"
"209012647", "8330472"
"430045068", "1002351"
"3297876776", "363632925"
"193292900", "193292900"
"3301160221", "363632925"
"33556848", "1002351"
"32604941", "200245302"
"165698101", "91796121"
"3239287209", "2905232597"
"1175089542", "8330472"
"192989777", "2905232597"
"13832222", "2905232597"
"337602483", "112522198"
"94794822", "20063063"
"28818302", "2905232597"
"224576493", "19163995"
"288653105", "819366704"
"158336392", "2905232597"
"3369652821", "1002351"
"224576493", "158889195"
"3239287209", "2905232597"
"245130261", "214104668"
"283634222", "214104668"
"1560593568", "105167707"
"119158302", "2905232597"
"2311962160", "29977367"
"361436920", "248584600"
"160596590", "1002351"
"142809827", "2905232597"
"14244643", "6763102"
"554972485", "20609518"
"130481250", "156812942"
"245761993", "246742731"
"290812583", "2905232597"
"263239619", "845079415"
"361436920", "390858509"
"220641778", "2905232597"
"112587319", "2905232597"
"251558498", "15346693"
"3239287209", "2905232597"
"112714082", "2905232597"
"1513001677", "2905232597"
"2564274446", "256938896"
"519330336", "2905232597"
"469241645", "40652687"
"142606471", "2905232597"
"905857526", "111370734"
"463260500", "2905232597"
"17440443", "2905232597"
"1071097364", "91796121"
"369107829", "2905232597"
"11429962", "110125428"
"17893512", "1002351"
"573008203", "2905232597"
"555142678", "2905232597"
"384887966", "2905232597"
"1053078344", "2905232597"
"494009072", "208002382"
"361436920", "373562839"
"605751716", "2905232597"
"214940213", "2905232597"
"637220897", "2905232597"
"3064853416", "2905232597"
"137652413", "3385045625"
"103908361", "2905232597"
"220636801", "2905232597"
"263825423", "2905232597"
"15995441", "2905232597"
"398197885", "2905232597"
"1337502439", "2905232597"
"51554467", "2905232597"
"59794436", "2905232597"
"6763102", "2905232597"
"2293217862", "390051607"
"95665607", "160702165"
"196984537", "2905232597"
"222764694", "3313491720"
"112765267", "2905232597"
"341374351", "2905232597"
"17124523", "2905232597"
"2459987939", "250795760"
"263239619", "50982086"
"209083742", "2905232597"
"290208403", "282394722"
"242644151", "2905232597"
"89356631", "29977367"
"541153831", "2905232597"
"3320710222", "142476325"
"2813702479", "2905232597"
"147671923", "2905232597"
"42715368", "2905232597"
"91878416", "2905232597"
"104801754", "2905232597"
"361436920", "136337219"
"419760245", "172695135"
"364805042", "2905232597"
"268371912", "2905232597"
"2525878324", "2905232597"
"20428117", "2905232597"
"33874069", "2905232597"
"212447673", "2905232597"
"527909657", "2905232597"
"2271413064", "2905232597"
"622058685", "220145822"
"404740528", "2905232597"
"227417953", "214104668"
"17270769", "2905232597"
"224021580", "419760245"
"1110147967", "2905232597"
"631289022", "308908785"
"230824926", "2905232597"
"401222713", "2905232597"
"586830923", "2905232597"
"15748770", "2905232597"
"417936444", "535707261"
"398197885", "2905232597"
"84117059", "1691375005"
"109487586", "2905232597"
"532702650", "203004015"
"2313471692", "2905232597"
"292329354", "2905232597"
"118409909", "2905232597"
"383103785", "2905232597"
"419760245", "172695135"
"306938388", "1433428914"
"1157827524", "26729931"
"17030013", "14443524"
"113494584", "256025198"
"309878441", "76593802"
"303422299", "2905232597"
"125597974", "76593802"
"2911232774", "2288138575"
"2280570853", "256025198"
"16444025", "2905232597"
"2324928125", "2288138575"
"24890304", "1002351"
"1337142632", "465842603"
"24696825", "15993641"
"1337142632", "465842603"
"521879294", "2905232597"
"2271413064", "2905232597"
"61135498", "72527814"
"16444025", "2905232597"
"849961632", "2905232597"
"80684047", "2905232597"
"43888169", "2905232597"
"223496472", "2905232597"
"266773903", "2841095314"
"60673446", "1002351"
"2289487855", "2905232597"
"304953340", "2905232597"
"1951134847", "16304487"
"250635835", "2905232597"
"10543912", "160702165"
"283251564", "2905232597"
"505636460", "38640768"
"335005667", "2905232597"
"3418588617", "69326657"
"309291020", "311402224"
"102627244", "1002351"
"266773903", "2841095314"
"247554142", "12723412"
"321674994", "2905232597"
"242702737", "43910684"
"274453429", "2905232597"
"2664265735", "2905232597"
"71806632", "189478432"
"140077341", "2905232597"
"353783756", "2905232597"
"137652413", "169849985"
"282960819", "2905232597"
"143550636", "2905232597"
"143550636", "2905232597"
"438282028", "2905232597"
"84117059", "2905232597"
"9228982", "2905232597"
"14493315", "2905232597"
"29681287", "2905232597"
"561923600", "1002351"
"143542186", "159147843"
"242702737", "43910684"
"3380389960", "851539956"
"209490768", "2905232597"
"53872811", "84117059"
"378158567", "1524494270"
"127864562", "27038703"
"1304016745", "2905232597"
"197855729", "91796121"
"1374310566", "2905232597"
"135619700", "91796121"
"1304016745", "2905232597"
"21813853", "1113920359"
"193019795", "2289791888"
"166608742", "2905232597"
"94058277", "198829810"
"246451742", "2905232597"
"13340772", "2905232597"
"146004695", "2905232597"
"1337142632", "396859546"
"2921999110", "541697427"
"21813853", "1113920359"
"613780348", "12826622"
"233928703", "50982086"
"135581470", "3656772203"
"242702737", "198829810"
"2893790615", "3385045625"
"2806912299", "541697427"
"87802215", "91796121"
"87802215", "91796121"
"425292070", "2905232597"
"235751756", "91796121"
"1383133214", "77963344"
"147661254", "2905232597"
"2814711557", "1150835107"
"2921999110", "3356439329"
"1062343350", "2905232597"
"163773568", "2905232597"
"176956966", "2905232597"
"305839824", "50982086"
"3349165187", "22628099"
"2837999656", "967982539"
"3304048535", "2905232597"
"323834619", "2905232597"
"74823711", "77963344"
"280488641", "31090827"
"147704666", "31090827"
"243198138", "198829810"
"14371600", "2905232597"
"84117059", "15133318"
"420977993", "2905232597"
"2825096829", "2905232597"
"221059468", "2905232597"
"163944899", "980818891"
"137362141", "3383462535"
"153862122", "31090827"
"2178339775", "2905232597"
"1505174586", "516991786"
"147905101", "341657886"
"112537776", "3311312573"
"2820797422", "31090827"
"605415729", "381177511"
"230475606", "31090827"
"283078615", "2905232597"
"2834896527", "31090827"
"2199211", "2905232597"
"585627089", "12723412"
"404670464", "151085945"
"1026571058", "539285981"
"234839653", "151104412"
"2368651105", "2905232597"
"405679753", "93388631"
"1244809662", "381177511"
"72838671", "31090827"
"66340724", "2905232597"
"1133571824", "490750584"
"202358333", "2905232597"
"80951437", "788524"
"398161451", "2905232597"
"18503758", "2905232597"
"13304722", "490750584"
"46977359", "2905232597"
"95528245", "2905232597"
"346767281", "2905232597"
"233242669", "2905232597"
"581599156", "68740712"
"147528491", "50982086"
"48015638", "16907926"
"210852138", "2245879634"
"108593435", "2905232597"
"788787979", "2905232597"
"438435486", "2905232597"
"839567851", "2905232597"
"155485847", "2905232597"
"2611412396", "492368984"
"38453302", "2905232597"
"15071264", "2905232597"
"3087457335", "172268311"
"121465687", "3342417459"
"188393098", "2905232597"
"244998698", "2905232597"
"5725002", "2905232597"
"1370176308", "2905232597"
"186485155", "19028805"
"210577205", "19028805"
"2272260162", "2905232597"
"143948644", "2905232597"
"32728862", "31090827"
"2979141", "2905232597"
"1194637262", "2905232597"
"1857014298", "22628099"
"47746395", "105088920"
"12407612", "2794243443"
"313997536", "2905232597"
"498376138", "16401290"
"2692185648", "2905232597"
"3439069679", "72527814"
"861953796", "2905232597"
"544540097", "2905232597"
"91195617", "2905232597"
"1423832414", "238099531"
"1119145190", "2905232597"
"2977701", "2905232597"
"2849744507", "31090827"
"3080422008", "113632797"
"1857014298", "22628099"
"3716112567", "555879787"
"135189150", "2905232597"
"270481214", "92002486"
"147627379", "2905232597"
"365086985", "544540097"
"307891015", "140033824"
"3053984913", "43910684"
"2889141361", "1548418610"
"141238249", "31090827"
"142077607", "16907926"
"14197633", "72260485"
"308465733", "341657886"
"111945851", "2905232597"
"540708619", "2905232597"
"216489071", "77963344"
"15565111", "2905232597"
"14795604", "2905232597"
"94050446", "31090827"
"3716112567", "1175089542"
"289890360", "206778116"
"222301393", "2905232597"
"1912129124", "2905232597"
"121268652", "2905232597"
"550938135", "2905232597"
"2577544974", "19028805"
"292838298", "19028805"
"180748742", "64975450"
"47777986", "50982086"
"602619697", "2893368293"
"22628099", "256938896"
"242702737", "347860611"
"66136169", "143472253"
"3523989915", "1002351"
"201196948", "19028805"
"92950946", "43910684"
"233928703", "627211432"
"134455762", "299579565"
"205389591", "92963933"
"1214951396", "2905232597"
"3360230626", "50982086"
"499868260", "68740712"
"307452066", "2905232597"
"29230342", "2905232597"
"180748742", "780717692"
"189104279", "2905232597"
"1707916783", "2905232597"
"86713799", "2905232597"
"52355641", "52355641"
"22628099", "171944808"
"271016316", "246047763"
"333905246", "2905232597"
"147614115", "50982086"
"61454872", "182836552"
"311485266", "1362370976"
"2234823056", "3292555554"
"1392442460", "74453123"
"2228766321", "2905232597"
"1195448791", "801022422"
