"id", "quoted_status_id"
"647154519927848961", "647149146244292608"
"647154630032535552", "647154031819948032"
"647154787021144064", "647103979978158080"
"647154804796616705", "646697468059623424"
"647154863437127680", "647132539602210816"
"647155018672513024", "647119604628746240"
"647155089086488576", "647111523782017024"
"647155194711658496", "647119604628746240"
"647155294582255617", "647151564264734720"
"647155544797650944", "647073409340436481"
"647155642483011584", "646965130144673792"
"647155678025510912", "647124409220759553"
"647155974332129284", "647110638825816064"
"647156094482128897", "647119604628746240"
"647156331657474048", "647149363945447424"
"647156400687333376", "647149797175074816"
"647156522833838080", "647066490374524928"
"647156563996737540", "647148589718872064"
"647156820067360768", "647156034121936896"
"647156969082613762", "647135121527672833"
"647156974321303552", "647071380408807424"
"647157289401610240", "647156519725858816"
"647157921680371712", "647148589718872064"
"647157923588755456", "647086870497763328"
"647158560359620608", "647119604628746240"
"647158630970728448", "647027812583522304"
"647159061365002241", "647133425166585856"
"647159185763921920", "647119604628746240"
"647159563607801856", "647159101970120704"
"647159845515317248", "647156755772932096"
"647159987052134400", "647119604628746240"
"647160040542093312", "647096945769496576"
"647160065804378112", "647119604628746240"
"647160093801357312", "646756911640117249"
"647160170431283200", "647142871070601216"
"647160356108959744", "647128113466445824"
"647160566293901312", "647157807788204032"
"647160696204054528", "647139451961937920"
"647160845387087874", "647119604628746240"
"647160862600523776", "647114034592903168"
"647161096466505728", "646346582120599552"
"647161266163851264", "647160921794678784"
"647161773573959680", "647092567113383936"
"647161790166642689", "647099277660016640"
"647161881963175936", "647119604628746240"
"647162060091060224", "646046124114112512"
"647162077421928449", "647119604628746240"
"647162106865942528", "647096945769496576"
"647162256761950208", "647100908304793600"
"647162278865936384", "647161788744732672"
"647162642184957952", "647149169614942212"
"647162647947943937", "647034418759106560"
"647162735436918784", "647156165135175680"
"647162762171449344", "647062010786652160"
"647163148349349889", "647106748868857856"
"647163197426941952", "647105750674747392"
"647163425206992896", "647118971519549440"
"647163599773937664", "647148741498142720"
"647163757953712128", "647144135510654977"
"647163774512824321", "646311528526909440"
"647164513188495360", "647123772437303296"
"647164565822816257", "647021200217083904"
"647165016056164352", "647138933525086212"
"647165074814201856", "647162563277508608"
"647165487886024704", "647163249897644032"
"647165851796418560", "647048997006376960"
"647166063046721536", "647092567113383936"
"647166368807321600", "647089123916939265"
"647166484339380224", "647163795501109248"
"647166896941465600", "647104536461602817"
"647167079792119808", "647155117247098881"
"647167329718169605", "647160344989691904"
"647167342988931072", "647163656212508672"
"647167493438619648", "646760772228542465"
"647167831927296001", "647155418813341696"
"647168026907951104", "647158921380163584"
"647168089356902400", "647012528921423872"
"647168336594403332", "646472662961795072"
"647168430815248384", "647167429295083521"
"647168981778984960", "646965130144673792"
"647169046744592384", "647146034481655811"
"647169193201299457", "647159101970120704"
"647169292946010112", "647092567113383936"
"647170162161000448", "647164320456044545"
"647170204636737537", "647133425166585856"
"647170322693812224", "646965130144673792"
"647170437332496385", "646046124114112512"
"647170519540887552", "647130808881430528"
"647170786848079872", "646680506772361216"
"647171152188690432", "646770714507378688"
"647171226083983360", "647170213109219328"
"647171479881281537", "647133498239795200"
"647172200856948736", "645705116478124032"
"647172258516086785", "647162563541733377"
"647172916300357632", "646770714507378688"
"647173076782874624", "647172426829316096"
"647173329284136960", "647143894497533952"
"647173763688218624", "643810328543891456"
"647173777692991488", "646770714507378688"
"647174180648132610", "646770714507378688"
"647174922792534016", "646770714507378688"
"647175402742542338", "647173385022271488"
"647175597811200000", "647080546456219648"
"647176167200530432", "647167348294746112"
"647176202722103297", "647143875967107073"
"647176825223925760", "646586848672919552"
"647176832207482880", "647175438754816000"
"647177051426942976", "647169270674268160"
"647177087976124417", "647173385022271488"
"647178159423639552", "646770714507378688"
"647178182873911296", "647107072845348864"
"647180231850246144", "647179108623867904"
"647180745237266432", "647179855742795776"
"647180910882914304", "647179108623867904"
"647181558479233024", "647041819092643840"
"647181955382046724", "646775401759444993"
"647182477547700224", "647179108623867904"
"647182487072952320", "647012258405580800"
"647182503502053376", "647161788744732672"
"647182518970621952", "647119604628746240"
"647182559277895680", "647170359981174784"
"647182763834142721", "647179169151983616"
"647183678045581313", "647168628463419392"
"647185218185601024", "646589353234460673"
"647185244299374592", "647003428972023808"
"647186285296287744", "647182763834142721"
"647186694395990016", "646047129815916544"
"647186807000551425", "646770714507378688"
"647186977364819968", "647170760654618624"
"647190346393362432", "647132005457637376"
"647190459157217280", "647073721866395648"
"647191338883149826", "647069467982364672"
"647191646141083648", "647126029362982912"
"647192606309490688", "647190795154497536"
"647194217014538240", "647159101970120704"
"647199985386303488", "647176186746011648"
"647200087853166592", "646679405583056897"
"647200356326375424", "647020366041382912"
"647201287709294593", "647158588692017152"
"647201554567700480", "647093560014184449"
"647202743300554753", "647158588692017152"
"647203341441732608", "646808434105524224"
"647205425251786752", "647133066411028480"
"647211259209908228", "647159101970120704"
"647218388071133184", "647168019769257988"
"647220413332721664", "647160676297932800"
"647223605328261121", "647133425166585856"
"647224545028517889", "647139119953506304"
"647225767538073600", "647159101970120704"
"647241524795867136", "647241249506787328"
"647245182002438144", "647244960341737472"
"647247590229082113", "646655040543965184"
"647251486532050945", "647093528804335616"
"647259410318893056", "647024161433493504"
"647259599020687360", "647091683713282048"
"647260999238746112", "647155269940678660"
"647267351268859904", "647123994815111171"
"647268008126251008", "647251091374129152"
"647268326490664960", "647126029362982912"
"647270411370151936", "646789711114039296"
"647273214960398336", "647214318216458241"
"647273358753665024", "646719603276664832"
"647273483957891072", "647034070166294528"
"647273940411355136", "647172156867149824"
"647274139271741440", "646983796127068160"
"647276476258250753", "647006680358719488"
"647277237490876416", "647143511914074112"
"647277287042367488", "647006284617809921"
"647277420865814528", "647276477961117697"
"647277675057442816", "647084038717632516"
"647277821002387456", "647040534234726400"
"647278070462869504", "647040534234726400"
"647278782211080192", "647278504996941824"
"647279009882066944", "647278473728368640"
"647279552004255745", "647272081239859200"
"647279837481201664", "647123994815111171"
"647279957878644736", "647269773454217216"
"647280179002351617", "647279466327183360"
"647280649846525956", "647152147067502592"
"647282357561593856", "647119604628746240"
"647283002230341632", "647183006805983232"
"647283867330740224", "647279413638373376"
"647284104422162432", "647183006805983232"
"647284128598097920", "647274364195377152"
"647285415054036992", "647284736877035520"
"647285594016641024", "647133066411028480"
"647286339222786048", "647021200217083904"
"647286960273367040", "647282962958946304"
"647287439095169024", "646567603985608704"
"647287559215824896", "647177929173127168"
"647287903069057024", "647119604628746240"
"647287922287357952", "647126773914845184"
"647288009554006016", "645840810232168448"
"647288480255619072", "647187793316323328"
"647288726096347136", "647140638169931777"
"647289240162840576", "647108315948974080"
"647289965257334784", "647286295442685952"
"647290349455601664", "647183395127169024"
"647290580297494528", "647177929173127168"
"647290594054815744", "647251091374129152"
"647291116241465344", "647289505423208448"
"647291754631315456", "647119604628746240"
"647292086153281536", "647020366041382912"
"647292804784332800", "647287211612872704"
"647292934619049984", "647102587217518593"
"647293381215916032", "647284736877035520"
"647293594580205569", "647291887964061696"
"647294313580339200", "647032375847833600"
"647294581097168896", "647102587217518593"
"647294759615205376", "647102587217518593"
"647294819660877825", "647293258457067520"
"647295681850408960", "647294753156038656"
"647296015217897472", "647117847068606464"
"647296147342671872", "647295706580025345"
"647296406357692416", "647175799448162304"
"647297127635382273", "647296173091500032"
"647297685565931520", "647290890894057472"
"647297699180617728", "647296712571244544"
"647298625953992704", "647298024847331328"
"647298640541843456", "647295814969237504"
"647299063151489024", "647119604628746240"
"647299082797588480", "647297362067648512"
"647299379972440064", "647296748692463616"
"647299599544225792", "647295814969237504"
"647299599741394945", "647292618687254528"
"647299602387968001", "647294014287409152"
"647299757686321152", "646352153657933824"
"647299773301661697", "647183006805983232"
"647299818361081856", "647298851024576512"
"647299887688716288", "647295349506318336"
"647299958220189696", "647294753508323328"
"647300039841316864", "647294460167069696"
"647300663765041152", "644058445449199616"
"647300874478424064", "647300320255733760"
"647300932972244992", "647288213007114240"
"647301292252135424", "647299990981902336"
"647301428600545280", "647285766524174336"
"647301690169905152", "647162524094320641"
"647301751645818880", "647300377671528448"
"647301857652641792", "646457000554037248"
"647302012728672256", "647030337718108161"
"647302096304381952", "647300377671528448"
"647302732605444096", "647090742612074496"
"647302830076874752", "647296372870414337"
"647304416413007872", "647302804453855232"
"647304658134941696", "647288443488309248"
"647304748245360640", "647214169922650112"
"647304818000822272", "647295814969237504"
"647306020574863360", "647302398621429760"
"647306208706170880", "647298024847331328"
"647306308220227584", "647118971519549440"
"647306631072608256", "647295239397445632"
"647306674584309760", "647306205220741120"
"647306964750454784", "647306205220741120"
"647307096623587328", "647300008572796928"
"647307190315929600", "647306205220741120"
"647307227867545600", "647287288280580096"
"647307405496315904", "647267675962523648"
"647307895139401728", "647306601213378561"
"647307988282249216", "647306205220741120"
"647308040321003520", "647306813570990080"
"647308048378241025", "647304963757088768"
"647308210416844801", "647306205220741120"
"647308254612221952", "647306601213378561"
"647308590747897856", "647306205220741120"
"647308595772682240", "646047129815916544"
"647308712890249216", "647306759489613824"
"647308792254885888", "647307810691137537"
"647308997092114433", "647118971519549440"
"647309313128706048", "647306205220741120"
"647309316022792192", "647307810691137537"
"647309415373217792", "647305224198225920"
"647309433803046912", "647307810691137537"
"647309679723454464", "647300209320574976"
"647309740226310144", "647300008572796928"
"647309839518011392", "647104817823936512"
"647309910192070656", "647177929173127168"
"647309950214107136", "647153446546706433"
"647310010008117249", "647177929173127168"
"647310180288462848", "647306565557579780"
"647310292192526336", "647306205220741120"
"647310312379650048", "647308735573004288"
"647310318188785664", "647308735573004288"
"647310568341262336", "647308798135177216"
"647310616647045120", "647310490356613120"
"647310634384760836", "646967967952031744"
"647310715154505728", "647052831980146688"
"647310787107794944", "646943413913300992"
"647311038879256576", "647306205220741120"
"647311233025212416", "647303206532481024"
"647311430555934720", "647310318188785664"
"647311753089556480", "647186442645557248"
"647312068727672832", "647306024651763712"
"647312168841519104", "647310490356613120"
"647312282150662144", "647311649846763520"
"647312419212148736", "647310839863746560"
"647312556105801728", "647303327106121733"
"647312660111998976", "647305357312827392"
"647312819881410560", "647306024651763712"
"647313027797266432", "647280902389792768"
"647313040631836672", "647306024651763712"
"647313338242834432", "647306205220741120"
"647313594523123712", "647306024651763712"
"647313634666881024", "647306024651763712"
"647313685795471360", "647295736602865664"
"647313699104006145", "647306024651763712"
"647313800757178368", "647306205220741120"
"647313993514807296", "647080619814596608"
"647314219310936064", "647306024651763712"
"647314229188497408", "647306024651763712"
"647314245407870976", "647306024651763712"
"647314255323262976", "647313079424950272"
"647314344011763712", "646717111981707264"
"647314551814397952", "647314454313570304"
"647314562774106112", "647306024651763712"
"647314625843871744", "647306024651763712"
"647314723147489280", "647012312809910272"
"647314870833147904", "647306205220741120"
"647315061531365376", "647314528821186560"
"647315090795053056", "647313765105537024"
"647315282218893312", "647308735573004288"
"647315345125023744", "647314454313570304"
"647315423919243264", "647314454313570304"
"647315510686842880", "647109597707284480"
"647315516995043328", "647315046779985920"
"647315925197262848", "647314083868483584"
"647315934999375872", "647315046779985920"
"647315979001851904", "647314170447314944"
"647316243226173440", "647306024651763712"
"647316260238307328", "647314621813141504"
"647316386809794560", "647314454313570304"
"647316403033346048", "647314454313570304"
"647316489759027200", "647079261321449472"
"647316501226201088", "647300008572796928"
"647316889379672064", "647315839717371906"
"647317416326897664", "647306024651763712"
"647317553077972992", "646591532976443392"
"647318040317706240", "647305224198225920"
"647318161566658561", "647306024651763712"
"647318269855166464", "647315839717371906"
"647318775331704832", "647318245440114688"
"647318804763123712", "646214365503451136"
"647318807950819328", "647314180941447168"
"647318839043166208", "647306024651763712"
"647319245643235328", "647315839717371906"
"647319286449618944", "647304932765380609"
"647319763857874944", "647092567113383936"
"647319773165015040", "647306024651763712"
"647319891838640129", "647118971519549440"
"647320680200015872", "647308230633345024"
"647320718724739072", "647313068389756928"
"647320981720166400", "647308230633345024"
"647321006181326848", "647306024651763712"
"647321045280624640", "647193805939167232"
"647321254505115648", "647041935299997696"
"647321285081571328", "647317861069946880"
"647321349996814336", "647314891620122624"
"647321390820007936", "647320734767915008"
"647322225230614528", "647290839593562112"
"647322681407311872", "647321683666300928"
"647322826333122560", "647306024651763712"
"647323049843425280", "647280290382135296"
"647323158475866112", "647273322984529920"
"647323419403550721", "647323193464725504"
"647323608868593664", "647296004375625728"
"647323717891174400", "647323115136098304"
"647323762820546560", "647321498135474176"
"647323779287416832", "647310845970644992"
"647324176735444992", "647302804453855232"
"647324393463545856", "646950229581893632"
"647324671264825344", "647323488659836928"
"647325644674699264", "647306024651763712"
"647326091389075456", "647321700049227776"
"647326344498561024", "646631347658850304"
"647326407832432640", "647323535212421120"
"647326457623130112", "647315839717371906"
"647326683259928576", "647325499098836992"
"647327201533292544", "647323417172123648"
"647327291060670464", "647306024651763712"
"647327325990858752", "647191209430130688"
"647327340868030464", "647322867701579776"
"647327593595801600", "647311179308773376"
"647327607495782400", "647323103568265216"
"647327761028222976", "647306024651763712"
"647327810378448896", "647306024651763712"
"647328170497187840", "647325407352619008"
"647328551302205440", "647316661285089280"
"647328935420784640", "647306024651763712"
"647329021731172352", "647323544934813697"
"647329220096561152", "647302122275512320"
"647329248517169152", "647328741782343680"
"647329706061242368", "646679405583056897"
"647329794158383104", "647174648438882304"
"647329902585348096", "647328454556303361"
"647330199911165952", "647299805497139200"
"647330235415928832", "647315839717371906"
"647330490727419905", "647323103568265216"
"647330891300237312", "647330323576037376"
"647331325511368704", "647306024651763712"
"647331326891323392", "647323363334078468"
"647331411670749184", "647290751383150592"
"647331611009249282", "646659880884023296"
"647331778907213824", "647330599267659777"
"647331839984713728", "647329619729907712"
"647332372724252672", "647331874952597504"
"647332557705605120", "647330599267659777"
"647332621362536448", "647306024651763712"
"647332795975626756", "647327307145850880"
"647333253184122880", "647306024651763712"
"647333260121477120", "647322240011358208"
"647333377662668800", "647330599267659777"
"647333452413599744", "647331411670749184"
"647333474798542848", "647333000129019904"
"647333550371549184", "647332763276824576"
"647333789719482368", "647325620830138368"
"647333834002972672", "645715176415756288"
"647333848867598336", "647118121929674752"
"647333944342523904", "647306813277343744"
"647334146554130432", "647330599267659777"
"647334585072750592", "647306024651763712"
"647334694858657792", "647306205220741120"
"647335138263728128", "646047129815916544"
"647335148896321536", "646761091838681088"
"647335649633300480", "647334964246265856"
"647335700568932352", "647333000129019904"
"647335789303607296", "647055711705432065"
"647335818525298688", "647334240095350784"
"647335841799475200", "647327972869980160"
"647335967204986880", "647320801855827968"
"647336015770857472", "647335338839527424"
"647336102366478336", "647118827487166464"
"647336110490845184", "647334964246265856"
"647336205240147968", "647332763276824576"
"647336395447648256", "647334644044726272"
"647336641145761792", "647334006611165184"
"647336648477417472", "647306205220741120"
